Frame,Time(s),Tracker,x (px),y (px)
1353,71.248024,2,709,512
1353,71.248024,3,1015,509
1354,71.30068,1,428,515
1354,71.30068,2,709,512
1354,71.30068,3,1015,509
1355,71.35334,1,428,515
1355,71.35334,2,709,512
1355,71.35334,3,1015,509
1356,71.406006,1,428,515
1356,71.406006,2,709,512
1356,71.406006,3,1015,509
1357,71.458664,1,428,515
1357,71.458664,2,709,512
1357,71.458664,3,1015,509
1358,71.51132,1,428,515
1358,71.51132,2,709,512
1358,71.51132,3,1015,509
1359,71.56398,1,428,515
1359,71.56398,2,709,512
1359,71.56398,3,1015,509
1360,71.61664,1,428,515
1360,71.61664,2,709,512
1360,71.61664,3,1015,509
1361,71.6693,1,428,515
1361,71.6693,2,709,512
1361,71.6693,3,1015,509
1362,71.72196,1,428,515
1362,71.72196,2,709,512
1362,71.72196,3,1015,509
1363,71.77462,1,428,515
1363,71.77462,2,709,512
1363,71.77462,3,1015,509
1364,71.82728,1,428,515
1364,71.82728,2,709,512
1364,71.82728,3,1015,509
1365,71.87994,1,428,515
1365,71.87994,2,709,512
1365,71.87994,3,1015,509
1366,71.932594,1,428,515
1366,71.932594,2,709,512
1366,71.932594,3,1015,509
1367,71.98525,1,428,515
1367,71.98525,2,709,512
1367,71.98525,3,1015,509
1368,72.03792,1,428,515
1368,72.03792,2,709,512
1368,72.03792,3,1015,509
1369,72.090576,1,428,515
1369,72.090576,2,709,512
1369,72.090576,3,1015,509
1370,72.143234,1,428,515
1370,72.143234,2,709,512
1370,72.143234,3,1015,509
1371,72.19589,1,428,515
1371,72.19589,2,709,512
1371,72.19589,3,1015,509
1372,72.24855,1,428,515
1372,72.24855,2,709,512
1372,72.24855,3,1015,509
1373,72.30121,1,428,515
1373,72.30121,2,709,512
1373,72.30121,3,1015,509
1374,72.353874,1,428,515
1374,72.353874,2,709,512
1374,72.353874,3,1015,509
1375,72.40653,1,428,515
1375,72.40653,2,709,512
1375,72.40653,3,1015,509
1376,72.45919,1,428,515
1376,72.45919,2,709,512
1376,72.45919,3,1015,509
1377,72.51185,1,428,515
1377,72.51185,2,709,512
1377,72.51185,3,1015,509
1378,72.56451,1,428,515
1378,72.56451,2,709,512
1378,72.56451,3,1015,509
1379,72.617165,1,428,515
1379,72.617165,2,709,512
1379,72.617165,3,1015,509
1380,72.66982,1,428,515
1380,72.66982,2,709,512
1380,72.66982,3,1015,509
1381,72.72249,1,428,515
1381,72.72249,2,709,512
1381,72.72249,3,1015,509
1382,72.77515,1,428,515
1382,72.77515,2,709,512
1382,72.77515,3,1015,509
1383,72.827805,1,428,515
1383,72.827805,2,709,512
1383,72.827805,3,1015,509
1384,72.88046,1,428,515
1384,72.88046,2,709,512
1384,72.88046,3,1015,509
1385,72.93312,1,428,515
1385,72.93312,2,709,512
1385,72.93312,3,1015,509
1386,72.98578,1,428,515
1386,72.98578,2,709,512
1386,72.98578,3,1015,509
1387,73.038445,1,428,515
1387,73.038445,2,709,512
1387,73.038445,3,1015,509
1388,73.0911,1,428,515
1388,73.0911,2,709,512
1388,73.0911,3,1015,509
1389,73.14376,1,428,515
1389,73.14376,2,709,512
1389,73.14376,3,1015,509
1390,73.19642,1,428,515
1390,73.19642,2,709,512
1390,73.19642,3,1015,509
1391,73.24908,1,428,515
1391,73.24908,2,709,512
1391,73.24908,3,1015,509
1392,73.301735,1,428,515
1392,73.301735,2,709,512
1392,73.301735,3,1015,509
1393,73.3544,1,428,515
1393,73.3544,2,709,512
1393,73.3544,3,1015,509
1394,73.40706,1,428,515
1394,73.40706,2,709,512
1394,73.40706,3,1015,509
1395,73.45972,1,428,515
1395,73.45972,2,709,512
1395,73.45972,3,1015,509
1396,73.512375,1,428,515
1396,73.512375,2,709,512
1396,73.512375,3,1015,509
1397,73.56503,1,428,515
1397,73.56503,2,709,512
1397,73.56503,3,1015,509
1398,73.61769,1,428,515
1398,73.61769,2,709,512
1398,73.61769,3,1015,509
1399,73.67035,1,428,515
1399,73.67035,2,709,512
1399,73.67035,3,1015,509
1400,73.723015,1,428,515
1400,73.723015,2,709,512
1400,73.723015,3,1015,509
1401,73.77567,1,428,515
1401,73.77567,2,709,512
1401,73.77567,3,1015,509
1402,73.82833,1,428,515
1402,73.82833,2,709,512
1402,73.82833,3,1015,509
1403,73.88099,1,428,515
1403,73.88099,2,709,512
1403,73.88099,3,1015,509
1404,73.93365,1,428,515
1404,73.93365,2,709,512
1404,73.93365,3,1015,509
1405,73.986305,1,428,515
1405,73.986305,2,709,512
1405,73.986305,3,1015,509
1406,74.03897,1,428,515
1406,74.03897,2,709,512
1406,74.03897,3,1015,509
1407,74.09163,1,428,515
1407,74.09163,2,709,512
1407,74.09163,3,1015,509
1408,74.14429,1,428,515
1408,74.14429,2,709,512
1408,74.14429,3,1015,509
1409,74.196945,1,428,515
1409,74.196945,2,709,512
1409,74.196945,3,1015,509
1410,74.2496,1,428,515
1410,74.2496,2,709,512
1410,74.2496,3,1015,509
1411,74.30226,1,428,515
1411,74.30226,2,709,512
1411,74.30226,3,1015,509
1412,74.35493,1,428,515
1412,74.35493,2,709,512
1412,74.35493,3,1015,509
1413,74.407585,1,428,515
1413,74.407585,2,709,512
1413,74.407585,3,1015,509
1414,74.46024,1,428,515
1414,74.46024,2,709,512
1414,74.46024,3,1015,509
1415,74.5129,1,428,515
1415,74.5129,2,709,512
1415,74.5129,3,1015,509
1416,74.56556,1,428,515
1416,74.56556,2,709,512
1416,74.56556,3,1015,509
1417,74.61822,1,428,515
1417,74.61822,2,709,512
1417,74.61822,3,1015,509
1418,74.67088,1,428,515
1418,74.67088,2,709,512
1418,74.67088,3,1015,509
1419,74.72354,1,428,515
1419,74.72354,2,709,512
1419,74.72354,3,1015,509
1420,74.7762,1,428,515
1420,74.7762,2,709,512
1420,74.7762,3,1015,509
1421,74.82886,1,428,515
1421,74.82886,2,709,512
1421,74.82886,3,1015,509
1422,74.881516,1,428,515
1422,74.881516,2,709,512
1422,74.881516,3,1015,509
1423,74.93417,1,428,515
1423,74.93417,2,709,512
1423,74.93417,3,1015,509
1424,74.98683,1,428,515
1424,74.98683,2,709,512
1424,74.98683,3,1015,509
1425,75.0395,1,428,515
1425,75.0395,2,709,512
1425,75.0395,3,1015,509
1426,75.092155,1,428,515
1426,75.092155,2,709,512
1426,75.092155,3,1015,509
1427,75.14481,1,428,515
1427,75.14481,2,709,512
1427,75.14481,3,1015,509
1428,75.19747,1,428,515
1428,75.19747,2,709,512
1428,75.19747,3,1015,509
1429,75.25013,1,428,515
1429,75.25013,2,709,512
1429,75.25013,3,1015,509
1430,75.30279,1,428,515
1430,75.30279,2,709,512
1430,75.30279,3,1015,509
1431,75.35545,1,428,515
1431,75.35545,2,709,512
1431,75.35545,3,1015,509
1432,75.40811,1,428,515
1432,75.40811,2,709,512
1432,75.40811,3,1015,509
1433,75.46077,1,428,515
1433,75.46077,2,709,512
1433,75.46077,3,1015,509
1434,75.51343,1,428,515
1434,75.51343,2,709,512
1434,75.51343,3,1015,509
1435,75.566086,1,428,515
1435,75.566086,2,709,512
1435,75.566086,3,1015,509
1436,75.618744,1,428,515
1436,75.618744,2,709,512
1436,75.618744,3,1015,509
1437,75.67141,1,428,515
1437,75.67141,2,709,512
1437,75.67141,3,1015,509
1438,75.72407,1,428,515
1438,75.72407,2,709,512
1438,75.72407,3,1015,509
1439,75.776726,1,428,515
1439,75.776726,2,709,512
1439,75.776726,3,1015,509
1440,75.829384,1,428,515
1440,75.829384,2,709,512
1440,75.829384,3,1015,509
1441,75.88204,1,428,515
1441,75.88204,2,709,512
1441,75.88204,3,1015,509
1442,75.9347,1,428,515
1442,75.9347,2,709,512
1442,75.9347,3,1015,509
1443,75.98736,1,428,515
1443,75.98736,2,709,512
1443,75.98736,3,1015,509
1444,76.04002,1,428,515
1444,76.04002,2,709,512
1444,76.04002,3,1015,509
1445,76.09268,1,428,515
1445,76.09268,2,709,512
1445,76.09268,3,1015,509
1446,76.14534,1,428,515
1446,76.14534,2,709,512
1446,76.14534,3,1015,509
1447,76.198,1,428,515
1447,76.198,2,709,512
1447,76.198,3,1015,509
1448,76.250656,1,428,515
1448,76.250656,2,709,512
1448,76.250656,3,1015,509
1449,76.303314,1,428,515
1449,76.303314,2,709,512
1449,76.303314,3,1015,509
1450,76.35598,1,428,515
1450,76.35598,2,709,512
1450,76.35598,3,1015,509
1451,76.40864,1,428,515
1451,76.40864,2,709,512
1451,76.40864,3,1015,509
1452,76.461296,1,428,515
1452,76.461296,2,709,512
1452,76.461296,3,1015,509
1453,76.513954,1,428,515
1453,76.513954,2,709,512
1453,76.513954,3,1015,509
1454,76.56661,1,428,515
1454,76.56661,2,709,512
1454,76.56661,3,1015,509
1455,76.61927,1,428,515
1455,76.61927,2,709,512
1455,76.61927,3,1015,509
1456,76.671936,1,428,515
1456,76.671936,2,709,512
1456,76.671936,3,1015,509
1457,76.724594,1,428,515
1457,76.724594,2,709,512
1457,76.724594,3,1015,509
1458,76.77725,1,428,515
1458,76.77725,2,709,512
1458,76.77725,3,1015,509
1459,76.82991,1,428,515
1459,76.82991,2,709,512
1459,76.82991,3,1015,509
1460,76.88257,1,428,515
1460,76.88257,2,709,512
1460,76.88257,3,1015,509
