Frame,Time(s),Tracker,x (px),y (px)
681,35.86098,1,649,515
681,35.86098,2,891,512
681,35.86098,3,1163,509
682,35.91364,1,649,515
682,35.91364,2,891,512
682,35.91364,3,1162,509
683,35.966297,1,648,515
683,35.966297,2,891,512
683,35.966297,3,1162,509
684,36.01896,1,648,515
684,36.01896,2,891,512
684,36.01896,3,1162,509
685,36.071617,1,647,515
685,36.071617,2,890,512
685,36.071617,3,1162,509
686,36.124275,1,647,515
686,36.124275,2,890,512
686,36.124275,3,1161,509
687,36.176937,1,647,515
687,36.176937,2,890,512
687,36.176937,3,1161,509
688,36.229595,1,646,515
688,36.229595,2,889,512
688,36.229595,3,1161,509
689,36.282253,1,646,515
689,36.282253,2,889,512
689,36.282253,3,1161,509
690,36.33491,1,646,515
690,36.33491,2,889,512
690,36.33491,3,1160,509
691,36.387573,1,645,515
691,36.387573,2,888,512
691,36.387573,3,1160,509
692,36.44023,1,645,515
692,36.44023,2,888,512
692,36.44023,3,1160,509
693,36.49289,1,644,515
693,36.49289,2,888,512
693,36.49289,3,1160,509
694,36.54555,1,644,515
694,36.54555,2,887,512
694,36.54555,3,1159,509
695,36.59821,1,644,515
695,36.59821,2,887,512
695,36.59821,3,1159,509
696,36.650867,1,643,515
696,36.650867,2,887,512
696,36.650867,3,1159,509
697,36.70353,1,643,515
697,36.70353,2,887,512
697,36.70353,3,1159,509
698,36.756187,1,643,515
698,36.756187,2,886,512
698,36.756187,3,1158,509
699,36.808846,1,642,515
699,36.808846,2,886,512
699,36.808846,3,1158,509
700,36.861507,1,642,515
700,36.861507,2,886,512
700,36.861507,3,1158,509
701,36.914165,1,642,515
701,36.914165,2,886,512
701,36.914165,3,1158,509
702,36.966824,1,641,515
702,36.966824,2,885,512
702,36.966824,3,1157,509
703,37.019485,1,641,515
703,37.019485,2,885,512
703,37.019485,3,1157,509
704,37.072144,1,641,515
704,37.072144,2,885,512
704,37.072144,3,1157,509
705,37.1248,1,640,515
705,37.1248,2,884,512
705,37.1248,3,1157,509
706,37.177464,1,640,515
706,37.177464,2,884,512
706,37.177464,3,1156,509
707,37.23012,1,639,515
707,37.23012,2,884,512
707,37.23012,3,1156,509
708,37.28278,1,639,515
708,37.28278,2,883,512
708,37.28278,3,1156,509
709,37.33544,1,639,515
709,37.33544,2,883,512
709,37.33544,3,1156,509
710,37.3881,1,638,515
710,37.3881,2,883,512
710,37.3881,3,1155,509
711,37.440758,1,638,515
711,37.440758,2,882,512
711,37.440758,3,1155,509
712,37.493416,1,638,515
712,37.493416,2,882,512
712,37.493416,3,1155,509
713,37.546078,1,637,515
713,37.546078,2,882,512
713,37.546078,3,1155,509
714,37.598736,1,637,515
714,37.598736,2,882,512
714,37.598736,3,1154,509
715,37.651394,1,636,515
715,37.651394,2,881,512
715,37.651394,3,1154,509
716,37.704056,1,636,515
716,37.704056,2,881,512
716,37.704056,3,1154,509
717,37.756714,1,636,515
717,37.756714,2,881,512
717,37.756714,3,1154,509
718,37.809372,1,635,515
718,37.809372,2,880,512
718,37.809372,3,1154,509
719,37.862034,1,635,515
719,37.862034,2,880,512
719,37.862034,3,1153,509
720,37.914692,1,635,515
720,37.914692,2,880,512
720,37.914692,3,1153,509
721,37.96735,1,634,515
721,37.96735,2,880,512
721,37.96735,3,1153,509
722,38.02001,1,634,515
722,38.02001,2,879,512
722,38.02001,3,1153,509
723,38.07267,1,634,515
723,38.07267,2,879,512
723,38.07267,3,1153,509
724,38.125328,1,633,515
724,38.125328,2,879,512
724,38.125328,3,1152,509
725,38.17799,1,633,515
725,38.17799,2,878,512
725,38.17799,3,1152,509
726,38.230648,1,632,515
726,38.230648,2,878,512
726,38.230648,3,1152,509
727,38.283306,1,632,515
727,38.283306,2,878,512
727,38.283306,3,1152,509
728,38.335968,1,632,515
728,38.335968,2,877,512
728,38.335968,3,1151,509
729,38.388626,1,632,515
729,38.388626,2,877,512
729,38.388626,3,1151,509
730,38.441284,1,631,515
730,38.441284,2,877,512
730,38.441284,3,1151,509
731,38.493946,1,631,515
731,38.493946,2,877,512
731,38.493946,3,1150,509
732,38.546604,1,630,515
732,38.546604,2,876,512
732,38.546604,3,1150,509
733,38.599262,1,630,515
733,38.599262,2,876,512
733,38.599262,3,1150,509
734,38.65192,1,630,515
734,38.65192,2,876,512
734,38.65192,3,1150,509
735,38.704582,1,629,515
735,38.704582,2,875,512
735,38.704582,3,1149,509
736,38.75724,1,629,515
736,38.75724,2,875,512
736,38.75724,3,1149,509
737,38.8099,1,629,515
737,38.8099,2,875,512
737,38.8099,3,1149,509
738,38.86256,1,628,515
738,38.86256,2,874,512
738,38.86256,3,1149,509
739,38.91522,1,628,515
739,38.91522,2,874,512
739,38.91522,3,1148,509
740,38.967876,1,627,515
740,38.967876,2,874,512
740,38.967876,3,1148,509
741,39.02054,1,627,515
741,39.02054,2,874,512
741,39.02054,3,1148,509
742,39.073196,1,627,515
742,39.073196,2,873,512
742,39.073196,3,1148,509
743,39.125854,1,626,515
743,39.125854,2,873,512
743,39.125854,3,1147,509
744,39.178516,1,626,515
744,39.178516,2,873,512
744,39.178516,3,1147,509
745,39.231174,1,626,515
745,39.231174,2,872,512
745,39.231174,3,1147,509
746,39.283833,1,625,515
746,39.283833,2,872,512
746,39.283833,3,1147,509
747,39.336494,1,625,515
747,39.336494,2,872,512
747,39.336494,3,1146,509
748,39.389153,1,624,515
748,39.389153,2,871,512
748,39.389153,3,1146,509
749,39.44181,1,624,515
749,39.44181,2,871,512
749,39.44181,3,1146,509
750,39.494473,1,624,515
750,39.494473,2,871,512
750,39.494473,3,1146,509
751,39.54713,1,623,515
751,39.54713,2,871,512
751,39.54713,3,1146,509
752,39.59979,1,623,515
752,39.59979,2,870,512
752,39.59979,3,1145,509
753,39.65245,1,623,515
753,39.65245,2,870,512
753,39.65245,3,1145,509
754,39.70511,1,622,515
754,39.70511,2,870,512
754,39.70511,3,1145,509
755,39.757767,1,622,515
755,39.757767,2,869,512
755,39.757767,3,1145,509
756,39.810425,1,622,515
756,39.810425,2,869,512
756,39.810425,3,1144,509
757,39.863087,1,621,515
757,39.863087,2,869,512
757,39.863087,3,1144,509
758,39.915745,1,621,515
758,39.915745,2,868,512
758,39.915745,3,1144,509
759,39.968403,1,621,515
759,39.968403,2,868,512
759,39.968403,3,1144,509
760,40.021065,1,620,515
760,40.021065,2,868,512
760,40.021065,3,1143,509
761,40.073723,1,620,515
761,40.073723,2,868,512
761,40.073723,3,1143,509
762,40.12638,1,619,515
762,40.12638,2,867,512
762,40.12638,3,1143,509
763,40.179043,1,619,515
763,40.179043,2,867,512
763,40.179043,3,1143,509
764,40.2317,1,619,515
764,40.2317,2,867,512
764,40.2317,3,1142,509
765,40.28436,1,618,515
765,40.28436,2,866,512
765,40.28436,3,1142,509
766,40.33702,1,618,515
766,40.33702,2,866,512
766,40.33702,3,1142,509
767,40.38968,1,618,515
767,40.38968,2,866,512
767,40.38968,3,1142,509
768,40.442337,1,617,515
768,40.442337,2,866,512
768,40.442337,3,1141,509
769,40.495,1,617,515
769,40.495,2,865,512
769,40.495,3,1141,509
770,40.547657,1,617,515
770,40.547657,2,865,512
770,40.547657,3,1141,509
771,40.600315,1,616,515
771,40.600315,2,865,512
771,40.600315,3,1141,509
772,40.652977,1,616,515
772,40.652977,2,864,512
772,40.652977,3,1140,509
773,40.705635,1,615,515
773,40.705635,2,864,512
773,40.705635,3,1140,509
774,40.758293,1,615,515
774,40.758293,2,864,512
774,40.758293,3,1140,509
775,40.81095,1,615,515
775,40.81095,2,863,512
775,40.81095,3,1140,509
776,40.863613,1,614,515
776,40.863613,2,863,512
776,40.863613,3,1139,509
777,40.91627,1,614,515
777,40.91627,2,863,512
777,40.91627,3,1139,509
778,40.96893,1,614,515
778,40.96893,2,863,512
778,40.96893,3,1139,509
779,41.02159,1,613,515
779,41.02159,2,862,512
779,41.02159,3,1139,509
780,41.07425,1,613,515
780,41.07425,2,862,512
780,41.07425,3,1138,509
781,41.126907,1,613,515
781,41.126907,2,862,512
781,41.126907,3,1138,509
782,41.17957,1,612,515
782,41.17957,2,861,512
782,41.17957,3,1138,509
783,41.232227,1,612,515
783,41.232227,2,861,512
783,41.232227,3,1138,509
784,41.284885,1,611,515
784,41.284885,2,861,512
784,41.284885,3,1137,509
785,41.337547,1,611,515
785,41.337547,2,861,512
785,41.337547,3,1137,509
786,41.390205,1,611,515
786,41.390205,2,860,512
786,41.390205,3,1137,509
787,41.442863,1,610,515
787,41.442863,2,860,512
787,41.442863,3,1136,509
788,41.495525,1,610,515
788,41.495525,2,860,512
788,41.495525,3,1136,509
789,41.548183,1,610,515
789,41.548183,2,859,512
789,41.548183,3,1136,509
790,41.60084,1,609,515
790,41.60084,2,859,512
790,41.60084,3,1136,509
791,41.653503,1,609,515
791,41.653503,2,859,512
791,41.653503,3,1136,509
792,41.70616,1,608,515
792,41.70616,2,858,512
792,41.70616,3,1135,509
793,41.75882,1,608,515
793,41.75882,2,858,512
793,41.75882,3,1135,509
794,41.81148,1,608,515
794,41.81148,2,858,512
794,41.81148,3,1135,509
795,41.86414,1,607,515
795,41.86414,2,858,512
795,41.86414,3,1135,509
796,41.916798,1,607,515
796,41.916798,2,857,512
796,41.916798,3,1134,509
797,41.969456,1,607,515
797,41.969456,2,857,512
797,41.969456,3,1134,509
798,42.022118,1,606,515
798,42.022118,2,857,512
798,42.022118,3,1134,509
799,42.074776,1,606,515
799,42.074776,2,856,512
799,42.074776,3,1134,509
800,42.127434,1,606,515
800,42.127434,2,856,512
800,42.127434,3,1133,509
801,42.180096,1,605,515
801,42.180096,2,856,512
801,42.180096,3,1133,509
802,42.232754,1,605,515
802,42.232754,2,855,512
802,42.232754,3,1133,509
803,42.28541,1,605,515
803,42.28541,2,855,512
803,42.28541,3,1133,509
804,42.338074,1,604,515
804,42.338074,2,855,512
804,42.338074,3,1132,509
805,42.39073,1,604,515
805,42.39073,2,855,512
805,42.39073,3,1132,509
806,42.44339,1,603,515
806,42.44339,2,854,512
806,42.44339,3,1132,509
807,42.49605,1,603,515
807,42.49605,2,854,512
807,42.49605,3,1132,509
808,42.54871,1,603,515
808,42.54871,2,854,512
808,42.54871,3,1131,509
809,42.601368,1,602,515
809,42.601368,2,853,512
809,42.601368,3,1131,509
810,42.65403,1,602,515
810,42.65403,2,853,512
810,42.65403,3,1131,509
811,42.706688,1,601,515
811,42.706688,2,853,512
811,42.706688,3,1131,509
812,42.759346,1,601,515
812,42.759346,2,852,512
812,42.759346,3,1130,509
813,42.812008,1,601,515
813,42.812008,2,852,512
813,42.812008,3,1130,509
814,42.864666,1,601,515
814,42.864666,2,852,512
814,42.864666,3,1130,509
815,42.917324,1,600,515
815,42.917324,2,852,512
815,42.917324,3,1130,509
816,42.969986,1,600,515
816,42.969986,2,851,512
816,42.969986,3,1130,509
817,43.022644,1,599,515
817,43.022644,2,851,512
817,43.022644,3,1130,509
818,43.075302,1,599,515
818,43.075302,2,851,512
818,43.075302,3,1129,509
819,43.12796,1,599,515
819,43.12796,2,851,512
819,43.12796,3,1129,509
820,43.180622,1,598,515
820,43.180622,2,850,512
820,43.180622,3,1129,509
821,43.23328,1,598,515
821,43.23328,2,850,512
821,43.23328,3,1129,509
822,43.28594,1,598,515
822,43.28594,2,849,512
822,43.28594,3,1128,509
823,43.3386,1,597,515
823,43.3386,2,849,512
823,43.3386,3,1128,509
824,43.39126,1,597,515
824,43.39126,2,849,512
824,43.39126,3,1128,509
825,43.443916,1,596,515
825,43.443916,2,849,512
825,43.443916,3,1128,509
826,43.49658,1,596,515
826,43.49658,2,848,512
826,43.49658,3,1127,509
827,43.549236,1,596,515
827,43.549236,2,848,512
827,43.549236,3,1127,509
828,43.601894,1,595,515
828,43.601894,2,848,512
828,43.601894,3,1127,509
829,43.654556,1,595,515
829,43.654556,2,848,512
829,43.654556,3,1127,509
830,43.707214,1,595,515
830,43.707214,2,847,512
830,43.707214,3,1126,509
831,43.759872,1,594,515
831,43.759872,2,847,512
831,43.759872,3,1126,509
832,43.812534,1,594,515
832,43.812534,2,847,512
832,43.812534,3,1126,509
833,43.865192,1,594,515
833,43.865192,2,846,512
833,43.865192,3,1126,509
834,43.91785,1,593,515
834,43.91785,2,846,512
834,43.91785,3,1125,509
835,43.970512,1,593,515
835,43.970512,2,846,512
835,43.970512,3,1125,509
836,44.02317,1,593,515
836,44.02317,2,845,512
836,44.02317,3,1125,509
837,44.07583,1,592,515
837,44.07583,2,845,512
837,44.07583,3,1125,509
838,44.12849,1,592,515
838,44.12849,2,845,512
838,44.12849,3,1124,509
839,44.18115,1,591,515
839,44.18115,2,845,512
839,44.18115,3,1124,509
840,44.233807,1,591,515
840,44.233807,2,844,512
840,44.233807,3,1124,509
841,44.286465,1,591,515
841,44.286465,2,844,512
841,44.286465,3,1124,509
842,44.339127,1,590,515
842,44.339127,2,844,512
842,44.339127,3,1124,509
843,44.391785,1,590,515
843,44.391785,2,843,512
843,44.391785,3,1123,509
844,44.444443,1,590,515
844,44.444443,2,843,512
844,44.444443,3,1123,509
845,44.497105,1,589,515
845,44.497105,2,843,512
845,44.497105,3,1123,509
846,44.549763,1,589,515
846,44.549763,2,842,512
846,44.549763,3,1122,509
847,44.60242,1,589,515
847,44.60242,2,842,512
847,44.60242,3,1122,509
848,44.655083,1,588,515
848,44.655083,2,842,512
848,44.655083,3,1122,509
849,44.70774,1,588,515
849,44.70774,2,842,512
849,44.70774,3,1122,509
850,44.7604,1,587,515
850,44.7604,2,841,512
850,44.7604,3,1122,509
851,44.81306,1,587,515
851,44.81306,2,841,512
851,44.81306,3,1121,509
852,44.86572,1,587,515
852,44.86572,2,841,512
852,44.86572,3,1121,509
853,44.918377,1,586,515
853,44.918377,2,840,512
853,44.918377,3,1121,509
854,44.97104,1,586,515
854,44.97104,2,840,512
854,44.97104,3,1120,509
855,45.023697,1,586,515
855,45.023697,2,840,512
855,45.023697,3,1120,509
856,45.076355,1,585,515
856,45.076355,2,839,512
856,45.076355,3,1120,509
857,45.129017,1,585,515
857,45.129017,2,839,512
857,45.129017,3,1119,509
858,45.181675,1,585,515
858,45.181675,2,839,512
858,45.181675,3,1119,509
859,45.234333,1,584,515
859,45.234333,2,839,512
859,45.234333,3,1119,509
860,45.286995,1,584,515
860,45.286995,2,838,512
860,45.286995,3,1119,509
861,45.339653,1,584,515
861,45.339653,2,838,512
861,45.339653,3,1119,509
862,45.39231,1,583,515
862,45.39231,2,838,512
862,45.39231,3,1118,509
863,45.44497,1,583,515
863,45.44497,2,837,512
863,45.44497,3,1118,509
864,45.49763,1,582,515
864,45.49763,2,837,512
864,45.49763,3,1118,509
865,45.55029,1,582,515
865,45.55029,2,837,512
865,45.55029,3,1118,509
866,45.602947,1,582,515
866,45.602947,2,836,512
866,45.602947,3,1117,509
867,45.65561,1,581,515
867,45.65561,2,836,512
867,45.65561,3,1117,509
868,45.708267,1,581,515
868,45.708267,2,836,512
868,45.708267,3,1117,509
869,45.760925,1,581,515
869,45.760925,2,836,512
869,45.760925,3,1117,509
870,45.813587,1,580,515
870,45.813587,2,835,512
870,45.813587,3,1116,509
871,45.866245,1,580,515
871,45.866245,2,835,512
871,45.866245,3,1116,509
872,45.918903,1,580,515
872,45.918903,2,835,512
872,45.918903,3,1116,509
873,45.971565,1,579,515
873,45.971565,2,834,512
873,45.971565,3,1116,509
874,46.024223,1,579,515
874,46.024223,2,834,512
874,46.024223,3,1115,509
875,46.07688,1,578,515
875,46.07688,2,834,512
875,46.07688,3,1115,509
876,46.129543,1,578,515
876,46.129543,2,833,512
876,46.129543,3,1115,509
877,46.1822,1,578,515
877,46.1822,2,833,512
877,46.1822,3,1115,509
878,46.23486,1,577,515
878,46.23486,2,833,512
878,46.23486,3,1114,509
879,46.28752,1,577,515
879,46.28752,2,832,512
879,46.28752,3,1114,509
880,46.34018,1,577,515
880,46.34018,2,832,512
880,46.34018,3,1114,509
881,46.392838,1,576,515
881,46.392838,2,832,512
881,46.392838,3,1114,509
882,46.4455,1,576,515
882,46.4455,2,831,512
882,46.4455,3,1113,509
883,46.498158,1,576,515
883,46.498158,2,831,512
883,46.498158,3,1113,509
884,46.550816,1,575,515
884,46.550816,2,831,512
884,46.550816,3,1113,509
885,46.603474,1,575,515
885,46.603474,2,831,512
885,46.603474,3,1113,509
886,46.656136,1,575,515
886,46.656136,2,830,512
886,46.656136,3,1112,509
887,46.708794,1,574,515
887,46.708794,2,830,512
887,46.708794,3,1112,509
888,46.76145,1,574,515
888,46.76145,2,830,512
888,46.76145,3,1112,509
889,46.814114,1,573,515
889,46.814114,2,829,512
889,46.814114,3,1112,509
890,46.86677,1,573,515
890,46.86677,2,829,512
890,46.86677,3,1111,509
891,46.91943,1,573,515
891,46.91943,2,829,512
891,46.91943,3,1111,509
892,46.97209,1,572,515
892,46.97209,2,829,512
892,46.97209,3,1111,509
893,47.02475,1,572,515
893,47.02475,2,828,512
893,47.02475,3,1111,509
894,47.077408,1,572,515
894,47.077408,2,828,512
894,47.077408,3,1110,509
895,47.13007,1,571,515
895,47.13007,2,828,512
895,47.13007,3,1110,509
896,47.182728,1,571,515
896,47.182728,2,827,512
896,47.182728,3,1110,509
897,47.235386,1,571,515
897,47.235386,2,827,512
897,47.235386,3,1110,509
898,47.288048,1,570,515
898,47.288048,2,827,512
898,47.288048,3,1109,509
899,47.340706,1,570,515
899,47.340706,2,827,512
899,47.340706,3,1109,509
900,47.393364,1,569,515
900,47.393364,2,826,512
900,47.393364,3,1109,509
901,47.446026,1,569,515
901,47.446026,2,826,512
901,47.446026,3,1109,509
902,47.498684,1,569,515
902,47.498684,2,825,512
902,47.498684,3,1108,509
903,47.551342,1,568,515
903,47.551342,2,825,512
903,47.551342,3,1108,509
904,47.604004,1,568,515
904,47.604004,2,825,512
904,47.604004,3,1108,509
905,47.656662,1,568,515
905,47.656662,2,825,512
905,47.656662,3,1108,509
906,47.70932,1,567,515
906,47.70932,2,824,512
906,47.70932,3,1108,509
907,47.76198,1,567,515
907,47.76198,2,824,512
907,47.76198,3,1107,509
908,47.81464,1,566,515
908,47.81464,2,824,512
908,47.81464,3,1107,509
909,47.8673,1,566,515
909,47.8673,2,824,512
909,47.8673,3,1107,509
910,47.919956,1,566,515
910,47.919956,2,823,512
910,47.919956,3,1106,509
911,47.97262,1,565,515
911,47.97262,2,823,512
911,47.97262,3,1106,509
912,48.025276,1,565,515
912,48.025276,2,823,512
912,48.025276,3,1106,509
913,48.077934,1,565,515
913,48.077934,2,822,512
913,48.077934,3,1106,509
914,48.130596,1,564,515
914,48.130596,2,822,512
914,48.130596,3,1106,509
915,48.183254,1,564,515
915,48.183254,2,822,512
915,48.183254,3,1105,509
916,48.235912,1,564,515
916,48.235912,2,821,512
916,48.235912,3,1105,509
917,48.288574,1,563,515
917,48.288574,2,821,512
917,48.288574,3,1105,509
918,48.341232,1,563,515
918,48.341232,2,821,512
918,48.341232,3,1105,509
919,48.39389,1,563,515
919,48.39389,2,821,512
919,48.39389,3,1104,509
920,48.446552,1,562,515
920,48.446552,2,820,512
920,48.446552,3,1104,509
921,48.49921,1,562,515
921,48.49921,2,820,512
921,48.49921,3,1104,509
922,48.55187,1,561,515
922,48.55187,2,819,512
922,48.55187,3,1104,509
923,48.60453,1,561,515
923,48.60453,2,819,512
923,48.60453,3,1103,509
924,48.65719,1,561,515
924,48.65719,2,819,512
924,48.65719,3,1103,509
925,48.709846,1,560,515
925,48.709846,2,819,512
925,48.709846,3,1103,509
926,48.76251,1,560,515
926,48.76251,2,818,512
926,48.76251,3,1103,509
927,48.815166,1,560,515
927,48.815166,2,818,512
927,48.815166,3,1103,509
928,48.867825,1,559,515
928,48.867825,2,818,512
928,48.867825,3,1102,509
929,48.920483,1,559,515
929,48.920483,2,818,512
929,48.920483,3,1102,509
930,48.973145,1,559,515
930,48.973145,2,817,512
930,48.973145,3,1102,509
931,49.025803,1,558,515
931,49.025803,2,817,512
931,49.025803,3,1101,509
932,49.07846,1,558,515
932,49.07846,2,817,512
932,49.07846,3,1101,509
933,49.131123,1,558,515
933,49.131123,2,816,512
933,49.131123,3,1101,509
934,49.18378,1,557,515
934,49.18378,2,816,512
934,49.18378,3,1101,509
935,49.23644,1,557,515
935,49.23644,2,816,512
935,49.23644,3,1101,509
936,49.2891,1,556,515
936,49.2891,2,815,512
936,49.2891,3,1100,509
937,49.34176,1,556,515
937,49.34176,2,815,512
937,49.34176,3,1100,509
938,49.394417,1,556,515
938,49.394417,2,815,512
938,49.394417,3,1100,509
939,49.44708,1,555,515
939,49.44708,2,814,512
939,49.44708,3,1100,509
940,49.499737,1,555,515
940,49.499737,2,814,512
940,49.499737,3,1099,509
941,49.552395,1,555,515
941,49.552395,2,814,512
941,49.552395,3,1099,509
942,49.605057,1,554,515
942,49.605057,2,813,512
942,49.605057,3,1099,509
943,49.657715,1,554,515
943,49.657715,2,813,512
943,49.657715,3,1099,509
944,49.710373,1,553,515
944,49.710373,2,813,512
944,49.710373,3,1098,509
945,49.763035,1,553,515
945,49.763035,2,813,512
945,49.763035,3,1098,509
946,49.815693,1,553,515
946,49.815693,2,812,512
946,49.815693,3,1098,509
947,49.86835,1,552,515
947,49.86835,2,812,512
947,49.86835,3,1098,509
948,49.921013,1,552,515
948,49.921013,2,812,512
948,49.921013,3,1097,509
949,49.97367,1,551,515
949,49.97367,2,811,512
949,49.97367,3,1097,509
950,50.02633,1,551,515
950,50.02633,2,811,512
950,50.02633,3,1097,509
951,50.078987,1,551,515
951,50.078987,2,811,512
951,50.078987,3,1097,509
952,50.13165,1,550,515
952,50.13165,2,810,512
952,50.13165,3,1096,509
953,50.184307,1,550,515
953,50.184307,2,810,512
953,50.184307,3,1096,509
954,50.236965,1,550,515
954,50.236965,2,810,512
954,50.236965,3,1096,509
955,50.289627,1,549,515
955,50.289627,2,809,512
955,50.289627,3,1096,509
956,50.342285,1,549,515
956,50.342285,2,809,512
956,50.342285,3,1095,509
957,50.394943,1,549,515
957,50.394943,2,809,512
957,50.394943,3,1095,509
958,50.447605,1,548,515
958,50.447605,2,809,512
958,50.447605,3,1095,509
959,50.500263,1,548,515
959,50.500263,2,808,512
959,50.500263,3,1095,509
960,50.55292,1,547,515
960,50.55292,2,808,512
960,50.55292,3,1094,509
961,50.605583,1,547,515
961,50.605583,2,808,512
961,50.605583,3,1094,509
962,50.65824,1,547,515
962,50.65824,2,808,512
962,50.65824,3,1094,509
963,50.7109,1,546,515
963,50.7109,2,807,512
963,50.7109,3,1094,509
964,50.76356,1,546,515
964,50.76356,2,807,512
964,50.76356,3,1093,509
965,50.81622,1,546,515
965,50.81622,2,807,512
965,50.81622,3,1093,509
966,50.868877,1,545,515
966,50.868877,2,806,512
966,50.868877,3,1093,509
967,50.92154,1,545,515
967,50.92154,2,806,512
967,50.92154,3,1093,509
968,50.974197,1,545,515
968,50.974197,2,806,512
968,50.974197,3,1093,509
969,51.026855,1,544,515
969,51.026855,2,805,512
969,51.026855,3,1093,509
970,51.079517,1,544,515
970,51.079517,2,805,512
970,51.079517,3,1092,509
971,51.132175,1,544,515
971,51.132175,2,805,512
971,51.132175,3,1092,509
972,51.184834,1,543,515
972,51.184834,2,805,512
972,51.184834,3,1092,509
973,51.23749,1,543,515
973,51.23749,2,804,512
973,51.23749,3,1091,509
974,51.290154,1,542,515
974,51.290154,2,804,512
974,51.290154,3,1091,509
975,51.34281,1,542,515
975,51.34281,2,804,512
975,51.34281,3,1091,509
976,51.39547,1,542,515
976,51.39547,2,803,512
976,51.39547,3,1091,509
977,51.44813,1,541,515
977,51.44813,2,803,512
977,51.44813,3,1091,509
978,51.50079,1,541,515
978,51.50079,2,803,512
978,51.50079,3,1090,509
979,51.553448,1,541,515
979,51.553448,2,803,512
979,51.553448,3,1090,509
980,51.60611,1,540,515
980,51.60611,2,802,512
980,51.60611,3,1090,509
981,51.658768,1,540,515
981,51.658768,2,802,512
981,51.658768,3,1090,509
982,51.711426,1,539,515
982,51.711426,2,801,512
982,51.711426,3,1089,509
983,51.764088,1,539,515
983,51.764088,2,801,512
983,51.764088,3,1089,509
984,51.816746,1,539,515
984,51.816746,2,801,512
984,51.816746,3,1089,509
985,51.869404,1,538,515
985,51.869404,2,801,512
985,51.869404,3,1089,509
986,51.922066,1,538,515
986,51.922066,2,800,512
986,51.922066,3,1088,509
987,51.974724,1,537,515
987,51.974724,2,800,512
987,51.974724,3,1088,509
988,52.02738,1,537,515
988,52.02738,2,800,512
988,52.02738,3,1088,509
989,52.080044,1,537,515
989,52.080044,2,799,512
989,52.080044,3,1088,509
990,52.1327,1,536,515
990,52.1327,2,799,512
990,52.1327,3,1087,509
991,52.18536,1,536,515
991,52.18536,2,799,512
991,52.18536,3,1087,509
992,52.23802,1,536,515
992,52.23802,2,798,512
992,52.23802,3,1087,509
993,52.29068,1,535,515
993,52.29068,2,798,512
993,52.29068,3,1087,509
994,52.343338,1,535,515
994,52.343338,2,798,512
994,52.343338,3,1086,509
995,52.395996,1,535,515
995,52.395996,2,797,512
995,52.395996,3,1086,509
996,52.448658,1,534,515
996,52.448658,2,797,512
996,52.448658,3,1086,509
997,52.501316,1,534,515
997,52.501316,2,797,512
997,52.501316,3,1086,509
998,52.553974,1,534,515
998,52.553974,2,796,512
998,52.553974,3,1085,509
999,52.606636,1,533,515
999,52.606636,2,796,512
999,52.606636,3,1085,509
1000,52.659294,1,533,515
1000,52.659294,2,796,512
1000,52.659294,3,1085,509
1001,52.711952,1,532,515
1001,52.711952,2,796,512
1001,52.711952,3,1085,509
1002,52.764614,1,532,515
1002,52.764614,2,795,512
1002,52.764614,3,1084,509
1003,52.817272,1,532,515
1003,52.817272,2,795,512
1003,52.817272,3,1084,509
1004,52.86993,1,531,515
1004,52.86993,2,795,512
1004,52.86993,3,1084,509
1005,52.922592,1,531,515
1005,52.922592,2,795,512
1005,52.922592,3,1084,509
1006,52.97525,1,531,515
1006,52.97525,2,794,512
1006,52.97525,3,1083,509
1007,53.02791,1,530,515
1007,53.02791,2,794,512
1007,53.02791,3,1083,509
1008,53.08057,1,530,515
1008,53.08057,2,794,512
1008,53.08057,3,1083,509
1009,53.13323,1,529,515
1009,53.13323,2,793,512
1009,53.13323,3,1083,509
1010,53.185886,1,529,515
1010,53.185886,2,793,512
1010,53.185886,3,1083,509
1011,53.23855,1,529,515
1011,53.23855,2,793,512
1011,53.23855,3,1082,509
1012,53.291206,1,528,515
1012,53.291206,2,792,512
1012,53.291206,3,1082,509
1013,53.343864,1,528,515
1013,53.343864,2,792,512
1013,53.343864,3,1082,509
1014,53.396526,1,528,515
1014,53.396526,2,792,512
1014,53.396526,3,1082,509
1015,53.449184,1,527,515
1015,53.449184,2,792,512
1015,53.449184,3,1081,509
1016,53.501842,1,527,515
1016,53.501842,2,791,512
1016,53.501842,3,1081,509
1017,53.5545,1,527,515
1017,53.5545,2,791,512
1017,53.5545,3,1081,509
1018,53.607162,1,526,515
1018,53.607162,2,791,512
1018,53.607162,3,1081,509
1019,53.65982,1,526,515
1019,53.65982,2,790,512
1019,53.65982,3,1080,509
1020,53.71248,1,526,515
1020,53.71248,2,790,512
1020,53.71248,3,1080,509
1021,53.76514,1,525,515
1021,53.76514,2,790,512
1021,53.76514,3,1080,509
1022,53.8178,1,525,515
1022,53.8178,2,789,512
1022,53.8178,3,1080,509
1023,53.870457,1,525,515
1023,53.870457,2,789,512
1023,53.870457,3,1079,509
1024,53.92312,1,524,515
1024,53.92312,2,789,512
1024,53.92312,3,1079,509
1025,53.975777,1,524,515
1025,53.975777,2,789,512
1025,53.975777,3,1079,509
1026,54.028435,1,523,515
1026,54.028435,2,788,512
1026,54.028435,3,1079,509
1027,54.081097,1,523,515
1027,54.081097,2,788,512
1027,54.081097,3,1078,509
1028,54.133755,1,523,515
